date,category,units_sold,revenue
2025-11-26,Furniture,951,556670.76
2025-11-26,Office Supplies,4800,149784.06
2025-11-26,Shipping,2145,86305.72
2025-11-26,Technology,932,283776.97000000003
2025-11-27,Breakroom,3269,66588.59
2025-11-27,Furniture,1069,621386.31
2025-11-27,Office Supplies,4775,153627.25
2025-11-27,Shipping,2071,80414.34
2025-11-27,Technology,959,278297.08999999997
2025-11-28,Breakroom,3290,66105.02
2025-11-28,Furniture,968,552572.6799999999
2025-11-28,Office Supplies,4921,157542.33
2025-11-28,Shipping,2054,80190.77
2025-11-28,Technology,883,259791.66
2025-11-29,Breakroom,1930,38160.01
2025-11-29,Furniture,558,321076.0
2025-11-29,Office Supplies,2969,94027.89
2025-11-29,Shipping,1179,44885.4
2025-11-29,Technology,519,124148.13
2025-11-30,Breakroom,2031,39618.41
2025-11-30,Furniture,545,314438.27
2025-11-30,Office Supplies,2896,88945.71
2025-11-30,Shipping,1162,44932.1
2025-11-30,Technology,556,149871.58000000002
2025-12-01,Breakroom,3340,66283.52
2025-12-01,Furniture,994,571891.43
2025-12-01,Office Supplies,4940,154845.41
2025-12-01,Shipping,1949,75177.95
2025-12-01,Technology,919,246420.34
2025-12-02,Breakroom,3368,68205.82
2025-12-02,Furniture,981,561261.39
2025-12-02,Office Supplies,4792,152676.74
2025-12-02,Shipping,2043,80694.35
2025-12-02,Technology,893,245946.21
2025-12-03,Breakroom,3254,66882.79
2025-12-03,Furniture,945,552672.13
2025-12-03,Office Supplies,5035,162668.68
2025-12-03,Shipping,2099,82262.78
2025-12-03,Technology,865,224449.86000000002
2025-12-04,Breakroom,3392,67213.7
2025-12-04,Furniture,975,562560.45
2025-12-04,Office Supplies,4782,152552.74
2025-12-04,Shipping,2148,81942.38
2025-12-04,Technology,934,248746.58
2025-12-05,Breakroom,3250,65053.77
2025-12-05,Furniture,987,561773.05
2025-12-05,Office Supplies,4861,151478.88
2025-12-05,Shipping,2116,83687.42
2025-12-05,Technology,892,236524.49
2025-12-06,Breakroom,2030,41428.45
2025-12-06,Furniture,597,356748.41
2025-12-06,Office Supplies,2897,92377.92
2025-12-06,Shipping,1208,48905.33
2025-12-06,Technology,536,157013.72
2025-12-07,Breakroom,1912,38349.55
2025-12-07,Furniture,551,327346.56
2025-12-07,Office Supplies,2933,89925.5
2025-12-07,Shipping,1291,50088.32
2025-12-07,Technology,515,140289.57
2025-12-08,Breakroom,3312,68128.11
2025-12-08,Furniture,951,556663.09
2025-12-08,Office Supplies,4840,153604.95
2025-12-08,Shipping,1940,75389.24
2025-12-08,Technology,926,266426.12
2025-12-09,Breakroom,3222,66928.41
2025-12-09,Furniture,972,564708.92
2025-12-09,Office Supplies,5272,165669.38
2025-12-09,Shipping,2190,83936.41
2025-12-09,Technology,942,273163.58999999997
2025-12-10,Breakroom,3253,66776.46
2025-12-10,Furniture,897,538146.33
2025-12-10,Office Supplies,4908,158188.14
2025-12-10,Shipping,2360,90163.51
2025-12-10,Technology,918,255537.65
2025-12-11,Breakroom,3174,65057.57
2025-12-11,Furniture,932,539547.27
2025-12-11,Office Supplies,4807,151861.23
2025-12-11,Shipping,2149,83135.93000000001
2025-12-11,Technology,928,270501.47
2025-12-12,Breakroom,3213,64883.77
2025-12-12,Furniture,1047,623269.25
2025-12-12,Office Supplies,4775,151626.01
2025-12-12,Shipping,2178,83600.13
2025-12-12,Technology,854,275920.17
2025-12-13,Breakroom,1927,39355.69
2025-12-13,Furniture,545,319837.74
2025-12-13,Office Supplies,2975,93183.09
2025-12-13,Shipping,1228,47822.53
2025-12-13,Technology,515,134950.8
2025-12-14,Breakroom,1939,39370.46
2025-12-14,Furniture,573,340393.36
2025-12-14,Office Supplies,3028,96725.26
2025-12-14,Shipping,1167,45396.92
2025-12-14,Technology,517,154872.73
2025-12-15,Breakroom,3251,64777.28
2025-12-15,Furniture,985,559249.83
2025-12-15,Office Supplies,4836,155834.21
2025-12-15,Shipping,1966,73772.35
2025-12-15,Technology,890,239899.42
2025-12-16,Breakroom,3098,62254.48
2025-12-16,Furniture,968,567017.53
2025-12-16,Office Supplies,4986,156856.28
2025-12-16,Shipping,2029,78346.74
2025-12-16,Technology,906,241909.72
2025-12-17,Breakroom,3203,62938.1
2025-12-17,Furniture,1009,592861.88
2025-12-17,Office Supplies,5124,168869.82
2025-12-17,Shipping,1896,74530.38
2025-12-17,Technology,918,237589.3
2025-12-18,Breakroom,3452,69812.91
2025-12-18,Furniture,996,575707.01
2025-12-18,Office Supplies,4989,156813.52
2025-12-18,Shipping,2081,81569.9
2025-12-18,Technology,872,243654.99
2025-12-19,Breakroom,3287,67411.42
2025-12-19,Furniture,987,575037.5
2025-12-19,Office Supplies,4641,150068.5
2025-12-19,Shipping,2121,80962.69
2025-12-19,Technology,885,267370.41
2025-12-20,Breakroom,1877,38598.08
2025-12-20,Furniture,587,335240.79
2025-12-20,Office Supplies,2935,93242.52
2025-12-20,Shipping,1304,50340.56
2025-12-20,Technology,495,129963.73
2025-12-21,Breakroom,2038,41362.24
2025-12-21,Furniture,595,343631.16
2025-12-21,Office Supplies,2907,92318.47
2025-12-21,Shipping,1134,45002.42
2025-12-21,Technology,545,162113.82
2025-12-22,Breakroom,3035,62123.58
2025-12-22,Furniture,1021,604225.89
2025-12-22,Office Supplies,4979,159274.94
2025-12-22,Shipping,2175,84269.96
2025-12-22,Technology,901,273399.82
2025-12-23,Breakroom,3218,64519.0
2025-12-23,Furniture,991,571937.61
2025-12-23,Office Supplies,5034,158699.92
2025-12-23,Shipping,2193,84919.79
2025-12-23,Technology,858,261013.27000000002
2025-12-24,Breakroom,3058,63372.61
2025-12-24,Furniture,981,589690.12
2025-12-24,Office Supplies,5058,156508.93
2025-12-24,Shipping,2095,81951.47
2025-12-24,Technology,942,273896.14999999997
2025-12-25,Breakroom,3411,68869.28
2025-12-25,Furniture,928,548072.09
2025-12-25,Office Supplies,4720,152571.4
2025-12-25,Shipping,2069,80094.77
2025-12-25,Technology,899,245370.04
2025-12-26,Breakroom,3088,65389.93
2025-12-26,Furniture,1003,580292.17
2025-12-26,Office Supplies,5052,160586.22
2025-12-26,Shipping,2056,80873.04000000001
2025-12-26,Technology,854,256959.2
2025-12-27,Breakroom,1996,41000.74
2025-12-27,Furniture,552,312620.75
2025-12-27,Office Supplies,2929,92197.1
2025-12-27,Shipping,1359,50804.66
2025-12-27,Technology,513,151697.93
2025-12-28,Breakroom,1886,37780.11
2025-12-28,Furniture,590,333105.8
2025-12-28,Office Supplies,2969,93169.93000000001
2025-12-28,Shipping,1272,49206.32
2025-12-28,Technology,533,165564.33000000002
2025-12-29,Breakroom,3167,65491.67
2025-12-29,Furniture,971,564841.19
2025-12-29,Office Supplies,4726,148803.23
2025-12-29,Shipping,1983,76019.69
2025-12-29,Technology,880,257112.55
2025-12-30,Breakroom,3124,62601.55
2025-12-30,Furniture,986,563766.05
2025-12-30,Office Supplies,5105,164994.74
2025-12-30,Shipping,2094,82118.7
2025-12-30,Technology,917,258763.22999999998
2025-12-31,Breakroom,3515,69408.3
2025-12-31,Furniture,966,569489.68
2025-12-31,Office Supplies,4876,157709.77
2025-12-31,Shipping,2050,83744.29
2025-12-31,Technology,955,278822.77
